plusCase	-1048576	-2047	111526404055
plusCase	-1048576	134217727	8984198991
plusCase	-1048575	-4294967297	111526543319
plusCase	-1048575	-32	111526541211
plusCase	-524289	-16777217	110456995527
plusCase	-524289	4	111597846555
plusCase	-524288	-131071	111588933591
plusCase	-524288	255	111597863759
plusCase	-524287	-512	111597811739
plusCase	-524287	8193	111598403679
plusCase	-262145	-2	111633497731
plusCase	-262145	524288	47244640011
plusCase	-262144	255	111633515343
plusCase	-262144	33554431	2246049615
plusCase	-262143	32769	111635726431
plusCase	-262143	1073741825	42914021471
plusCase	-131073	-1073741825	68701650631
plusCase	-131073	8388608	552599307
plusCase	-131072	-33554431	109369622487
plusCase	-131072	2147483647	55816748879
plusCase	-131071	-268435456	93397712923
plusCase	-131071	-524288	111615672347
plusCase	-65537	-1048577	111588933319
plusCase	-65537	-8193	111659679431
plusCase	-65536	-8191	111659679703
plusCase	-65536	-255	111660219351
plusCase	-65535	-32	111660234651
plusCase	-65535	-4	111660236555
plusCase	-32769	16	111664694091
plusCase	-32769	32	111664695179
plusCase	-32768	2047	111664832335
plusCase	-32768	4095	111664971599
plusCase	-32767	65537	47244640351
plusCase	-32767	524289	31195231
plusCase	-16385	4194304	282984203
plusCase	-16385	134217728	9124577035
plusCase	-16384	-4294967296	111666921363
plusCase	-16384	268435455	18251382607
plusCase	-16383	-16777216	110526070811
plusCase	-16383	9223372036854775807	111666921431
plusCase	-8193	-134217729	102541229767
plusCase	-8193	-65537	111663578823
plusCase	-8192	-4194303	111382822871
plusCase	-8192	-511	111668000727
plusCase	-8191	-65536	111663579163
plusCase	-8191	-1	111668035543
plusCase	-4097	-1025	111668522695
plusCase	-4097	256	111668609803
plusCase	-4096	-31	111668590423
plusCase	-4096	65535	3899215
plusCase	-4095	5	111668593007
plusCase	-4095	8388609	569868383
plusCase	-2049	256	111668888331
plusCase	-2049	2147483648	55834296075
plusCase	-2048	-268435455	93415260119
plusCase	-2048	16383	47245475663
plusCase	-2047	-1048576	111597568027
plusCase	-2047	524289	35373151
plusCase	-1025	-4097	111668731591
plusCase	-1025	33554432	2281561867
plusCase	-1024	-31	111669008215
plusCase	-1024	2147483647	55834435407
plusCase	-1023	-1073741824	68719337499
plusCase	-1023	17	111669011615
plusCase	-513	-16777217	110528229063
plusCase	-513	4096	47244848907
plusCase	-512	-524287	111633428439
plusCase	-512	1048575	71233359
plusCase	-511	-8192	111668523035
plusCase	-511	134217729	9126735967
plusCase	-257	-2147483649	55834539719
plusCase	-257	-129	111669105863
plusCase	-256	-16777215	110528264151
plusCase	-256	-3	111669114567
plusCase	-255	-65536	111664658459
plusCase	-255	33	111669117151
plusCase	-129	-257	111669114567
plusCase	-129	2048	121611
plusCase	-128	0	111669132179
plusCase	-128	131071	8895311
plusCase	-127	257	47244640351
plusCase	-127	4194305	285195359
plusCase	-65	65536	4447499
plusCase	-65	268435456	18253602059
plusCase	-64	-9223372036854775808	111669140883
plusCase	-64	16777215	1140841807
plusCase	-63	-134217728	102542335515
plusCase	-63	2147483649	55834566239
plusCase	-33	-134217729	102542339527
plusCase	-33	-2097153	111526538695
plusCase	-32	-1048575	111597842135
plusCase	-32	-65535	111664688855
plusCase	-31	-4096	111668866843
plusCase	-31	-1024	111669075739
plusCase	-17	-17	111669146119
plusCase	-16	7	81604376815
plusCase	-16	31	47244640079
plusCase	-15	257	15327
plusCase	-15	4097	276447
plusCase	-9	16384	1112779
plusCase	-9	1048576	71301835
plusCase	-8	1048575	71301903
plusCase	-8	268435455	18253609743
plusCase	-7	-2147483648	55834573787
plusCase	-7	33554433	2281700383
plusCase	-5	-8388609	111098723495
plusCase	-5	2147483648	55834574059
plusCase	-4	-1073741823	68719476151
plusCase	-4	-65535	111664692663
plusCase	-3	-16777216	110528298491
plusCase	-3	-256	111669131771
plusCase	-2	-262145	111651323455
plusCase	-2	1	68719476423
plusCase	-1	-8191	111668592463
plusCase	-1	511	34503
plusCase	0	-128	111669140883
plusCase	0	0	68719476627
plusCase	0	1	68719476695
plusCase	0	2	68719476763
plusCase	0	65537	4456407
plusCase	0	1073741823	42949672783
plusCase	0	2147483647	55834574671
plusCase	0	2147483648	55834574739
plusCase	0	2147483649	55834574807
plusCase	0	4294967294	68719476491
plusCase	0	4294967295	68719476559
plusCase	1	-2	68719476627
plusCase	1	0	68719476763
plusCase	1	1	68719476831
plusCase	1	2	47244640419
plusCase	1	16777216	1140850715
plusCase	1	1073741823	42949672919
plusCase	1	2147483647	55834574807
plusCase	1	2147483648	55834574875
plusCase	1	2147483649	55834574943
plusCase	1	4294967294	68719476627
plusCase	1	4294967295	68719476695
plusCase	2	0	21474836643
plusCase	2	1	231
plusCase	2	2	299
plusCase	2	63	4447
plusCase	2	1073741823	42949673055
plusCase	2	2147483647	55834574943
plusCase	2	2147483648	55834575011
plusCase	2	2147483649	55834575079
plusCase	2	4294967294	21474836507
plusCase	2	4294967295	21474836575
plusCase	3	-134217728	102542344491
plusCase	3	2049	139631
plusCase	4	-524289	111633498479
plusCase	4	131072	8913331
plusCase	5	-4095	111668871807
plusCase	5	8388607	570425847
plusCase	7	-16	64424509195
plusCase	7	268435457	18253611919
plusCase	8	-81985529216486895	44801282135
plusCase	8	32	3155
plusCase	9	-134217727	102542345375
plusCase	9	8191	558103
plusCase	15	-2097152	111526545291
plusCase	15	1048577	71305167
plusCase	16	-32769	111666923471
plusCase	16	268435456	18253613075
plusCase	17	-2147483647	55834577119
plusCase	17	-1023	111669082335
plusCase	31	-8388608	111098728459
plusCase	31	-16	30064774091
plusCase	32	-32769	111666925647
plusCase	32	8	4787
plusCase	33	-255	64424496479
plusCase	33	511	39127
plusCase	63	2	8595
plusCase	63	16385	1122639
plusCase	64	512	43411
plusCase	64	1048576	71311763
plusCase	65	131071	8921559
plusCase	65	67108863	4563411415
plusCase	127	16777217	1140867919
plusCase	127	2147483649	55834592079
plusCase	128	-536870913	75161944911
plusCase	128	4294967295	17231
plusCase	129	-134217727	102542361695
plusCase	129	-16777215	110528316511
plusCase	255	-524288	111633532683
plusCase	255	-262144	111651358475
plusCase	256	-4097	111668905807
plusCase	256	-2049	64424404815
plusCase	257	-127	30064797279
plusCase	257	-15	33823
plusCase	511	-1	69319
plusCase	511	33	71631
plusCase	512	64	73875
plusCase	512	8192	626579
plusCase	513	4095	348119
plusCase	513	2097151	142675927
plusCase	1023	131073	9051983
plusCase	1023	268435457	18253750095
plusCase	1024	-1073741825	68719615823
plusCase	1024	8388608	570564499
plusCase	1025	-8388607	111098863711
plusCase	1025	536870911	36507361239
plusCase	2047	-4294967297	278215
plusCase	2047	-32768	111667199755
plusCase	2048	-67108865	107106025295
plusCase	2048	-129	269647
plusCase	2049	-2097151	111526821983
plusCase	2049	3	278759
plusCase	4095	-32768	64422838027
plusCase	4095	513	591695
plusCase	4096	-513	522063
plusCase	4096	131072	9469843
plusCase	4097	-15	556063
plusCase	4097	33554431	2282258391
plusCase	8191	9	1114479
plusCase	8191	4294967296	1113867
plusCase	8192	-67108865	107106860879
plusCase	8192	512	1148819
plusCase	8193	-524287	111634612319
plusCase	8193	32767	3342295
plusCase	16383	-2048	2088715
plusCase	16383	1048577	73531215
plusCase	16384	-9	2227503
plusCase	16384	67108864	4565630867
plusCase	16385	63	2232535
plusCase	16385	4294967294	2228115
plusCase	32767	-536870912	75166383883
plusCase	32767	8193	5013327
plusCase	32768	-8388609	111103180623
plusCase	32768	2097152	147062675
plusCase	32769	-262143	64411140191
plusCase	32769	536870911	36511678423
plusCase	65535	-1073741824	68728389387
plusCase	65535	-4096	8634123
plusCase	65536	-4194305	111392849743
plusCase	65536	-65	8908367
plusCase	65537	-32767	30071455839
plusCase	65537	0	8912923
plusCase	131071	-128	17816843
plusCase	131071	65	17829967
plusCase	131072	4	17825955
plusCase	131072	4096	18104211
plusCase	131073	1023	17895383
plusCase	131073	262143	35651543
plusCase	262143	131073	44564303
plusCase	262143	8388609	606076751
plusCase	262144	33554432	2317352851
plusCase	262144	536870912	36542873491
plusCase	262145	-4294967296	35651611
plusCase	262145	4294967297	35651679
plusCase	524287	-67108864	107177049867
plusCase	524288	-1048577	64424509263
plusCase	524288	-262145	30118248271
plusCase	524289	-32767	69075039
plusCase	524289	-2047	71163999
plusCase	1048575	-512	142571275
plusCase	1048575	-8	142605547
plusCase	1048576	-9	142605615
plusCase	1048576	64	142610579
plusCase	1048577	15	142607383
plusCase	1048577	16383	143720407
plusCase	2097151	513	285247311
plusCase	2097151	2097153	427818831
plusCase	2097152	32768	287440787
plusCase	2097152	536870912	36792434579
plusCase	2097153	-1073741823	69004689503
plusCase	2097153	2097151	427818967
plusCase	4194303	-4194304	51824819979
plusCase	4194303	67108865	5133827919
plusCase	4194304	-16385	569311055
plusCase	4194304	4294967295	570425167
plusCase	4194305	-536870911	75732353119
plusCase	4194305	-127	570416735
plusCase	8388607	-8388608	52110032651
plusCase	8388607	5	1140850783
plusCase	8388608	-131073	1131937615
plusCase	8388608	1024	1140920211
plusCase	8388609	-4095	1140572255
plusCase	8388609	262143	1158676439
plusCase	16777215	-64	2281696779
plusCase	16777215	33554433	4563402575
plusCase	16777216	1	2281701335
plusCase	16777216	81985529216486895	69149569807
plusCase	16777217	-67108863	62142808159
plusCase	16777217	127	2281710039
plusCase	33554431	-262144	4545576715
plusCase	33554431	4097	4563681103
plusCase	33554432	-1025	4563332943
plusCase	33554432	262144	4581228435
plusCase	33554433	-7	4563402303
plusCase	33554433	16777215	5704253399
plusCase	67108863	65	9126809679
plusCase	67108863	536870913	45634027343
plusCase	67108864	-2147483649	64961380175
plusCase	67108864	16384	9127919507
plusCase	67108865	-67108863	56103010399
plusCase	67108865	4194303	9412018135
plusCase	134217727	-1048576	18182307595
plusCase	134217727	536870913	54760832847
plusCase	134217728	-536870913	46170898255
plusCase	134217728	-16385	18252496719
plusCase	134217729	-4194303	17968398431
plusCase	134217729	-511	18253576287
plusCase	268435455	-16384	36506107659
plusCase	268435455	-8	36507221227
plusCase	268435456	-65	36507217487
plusCase	268435456	16	36507222995
plusCase	268435457	7	36507222519
plusCase	268435457	1023	36507291607
plusCase	536870911	1025	25769873231
plusCase	536870911	32769	25772031823
plusCase	536870912	262144	25787629459
plusCase	536870912	2097152	25912410003
plusCase	536870913	67108863	30333206487
plusCase	536870913	134217727	34896609239
plusCase	1073741823	0	51539607307
plusCase	1073741823	1	51539607375
plusCase	1073741823	2	51539607443
plusCase	1073741823	1073741823	64424509127
plusCase	1073741823	2147483647	60129541831
plusCase	1073741823	2147483648	60129541899
plusCase	1073741823	2147483649	60129541967
plusCase	1073741823	4294967294	51539607171
plusCase	1073741823	4294967295	51539607239
plusCase	1073741823	4294967296	51539607307
plusCase	1073741823	9223372036854775807	51539607239
plusCase	1073741824	-268435457	63350767439
plusCase	1073741824	-33554433	49257905999
plusCase	1073741825	-8388607	50969182303
plusCase	1073741825	-262143	51521781855
plusCase	2147483647	-131072	55825661707
plusCase	2147483647	-1024	55834504971
plusCase	2147483647	0	55834574603
plusCase	2147483647	1	55834574671
plusCase	2147483647	2	55834574739
plusCase	2147483647	1073741823	68719476423
plusCase	2147483647	2147483647	68719476423
plusCase	2147483647	2147483648	68719476491
plusCase	2147483647	2147483649	68719476559
plusCase	2147483647	4294967294	55834574467
plusCase	2147483647	4294967295	55834574535
plusCase	2147483648	-2049	55834435407
plusCase	2147483648	-5	55834574399
plusCase	2147483648	0	55834574739
plusCase	2147483648	1	55834574807
plusCase	2147483648	2	55834574875
plusCase	2147483648	1073741823	68719476559
plusCase	2147483648	2147483647	68719476559
plusCase	2147483648	2147483648	68719476627
plusCase	2147483648	2147483649	68719476695
plusCase	2147483648	4294967294	55834574603
plusCase	2147483648	4294967295	55834574671
plusCase	2147483649	-63	55834570591
plusCase	2147483649	0	55834574875
plusCase	2147483649	1	55834574943
plusCase	2147483649	2	55834575011
plusCase	2147483649	127	55834583511
plusCase	2147483649	1073741823	68719476695
plusCase	2147483649	2147483647	68719476695
plusCase	2147483649	2147483648	68719476763
plusCase	2147483649	2147483649	68719476831
plusCase	2147483649	4294967294	55834574739
plusCase	2147483649	4294967295	55834574807
plusCase	4294967294	0	68719476355
plusCase	4294967294	1	68719476423
plusCase	4294967294	2	68719476491
plusCase	4294967294	16385	1113799
plusCase	4294967294	1073741823	42949672511
plusCase	4294967294	2147483647	55834574399
plusCase	4294967294	2147483648	55834574467
plusCase	4294967294	2147483649	55834574535
plusCase	4294967294	4294967294	111669149179
plusCase	4294967294	4294967295	81604378175
plusCase	4294967295	0	68719476491
plusCase	4294967295	1	68719476559
plusCase	4294967295	2	68719476627
plusCase	4294967295	128	8459
plusCase	4294967295	4194304	285212427
plusCase	4294967295	1073741823	42949672647
plusCase	4294967295	2147483647	55834574535
plusCase	4294967295	2147483648	55834574603
plusCase	4294967295	2147483649	55834574671
plusCase	4294967295	4294967294	111669149315
plusCase	4294967295	4294967295	68719476423
plusCase	4294967296	8191	556879
plusCase	4294967296	1073741823	42949672783
plusCase	4294967297	-536870912	75161927707
plusCase	4294967297	262145	17825887
plusCase	81985529216486895	-2097153	77758555719
plusCase	81985529216486895	16777216	79042012811
plusCase	9223372036854775807	-16383	111668035407
plusCase	9223372036854775807	1073741823	42949672647
minusCase	-9223372036854775808	-2147483648	55834574949
minusCase	-9223372036854775808	-64	68719479141
minusCase	-81985529216486895	-33554433	75864035541
minusCase	-81985529216486895	8	74656075665
minusCase	-4294967297	-1048575	68757225653
minusCase	-4294967297	2047	42949599485
minusCase	-4294967296	-16384	68720066661
minusCase	-4294967296	262145	42940235841
minusCase	-2147483649	-257	55834584317
minusCase	-2147483649	67108864	53418655961
minusCase	-2147483648	-9223372036854775808	55834574949
minusCase	-2147483648	-7	55834575201
minusCase	-2147483647	-33554432	57042534385
minusCase	-2147483647	17	55834574221
minusCase	-1073741825	-131073	73019162877
minusCase	-1073741825	1024	73014407385
minusCase	-1073741824	-1023	73014480961
minusCase	-1073741824	65535	73012084873
minusCase	-1073741823	-4	73014444161
minusCase	-1073741823	2097153	72938946509
minusCase	-536870913	128	57982054105
minusCase	-536870913	134217728	53150220505
minusCase	-536870912	32767	57980878985
minusCase	-536870912	4294967297	57982058561
minusCase	-536870911	-268435456	37580963825
minusCase	-536870911	4194305	57831063501
minusCase	-268435457	-4194305	74239181053
minusCase	-268435457	1073741824	65498251481
minusCase	-268435456	-536870911	71940702273
minusCase	-268435456	-131071	74092904513
minusCase	-268435455	-2097152	74163683313
minusCase	-268435455	-2048	74088259569
minusCase	-134217729	-8193	58519224573
minusCase	-134217729	-33	58518930813
minusCase	-134217728	-63	58518931777
minusCase	-134217728	3	58518929401
minusCase	-134217727	9	58518929069
minusCase	-134217727	129	58518924749
minusCase	-67108865	2048	50734227673
minusCase	-67108865	8192	50734006489
minusCase	-67108864	524287	50715426953
minusCase	-67108863	16777217	50130321357
minusCase	-67108863	67108865	48318382029
minusCase	-33554433	-81985529216486895	65568044661
minusCase	-33554433	1073741824	38252052697
minusCase	-33554432	-2147483647	59726889025
minusCase	-33554432	-33554431	17985175617
minusCase	-33554431	-33554432	17985175537
minusCase	-33554431	-131072	46846705649
minusCase	-16777217	-524289	44914704637
minusCase	-16777217	-513	44895848701
minusCase	-16777216	-16383	44896419905
minusCase	-16777216	-3	44895830225
minusCase	-16777215	-256	44895839217
minusCase	-16777215	129	44895825357
minusCase	-8388609	-5	43922751885
minusCase	-8388609	32768	43921572057
minusCase	-8388608	31	43922750473
minusCase	-8388608	8388607	43620761737
minusCase	-8388607	1025	43922714573
minusCase	-8388607	1073741825	35332816845
minusCase	-4194305	-268435457	78869692669
minusCase	-4194305	65536	43433853145
minusCase	-4194304	-2097151	13446938689
minusCase	-4194304	4194303	43285217417
minusCase	-4194303	-8192	43436507121
minusCase	-4194303	134217729	38604373965
minusCase	-2097153	-33	43192943997
minusCase	-2097153	81985529216486895	50236689213
minusCase	-2097152	-268435455	78626422849
minusCase	-2097152	15	43192942153
minusCase	-2097151	-4194304	21869101041
minusCase	-2097151	2049	43192868813
minusCase	-1048577	-65537	43073667325
minusCase	-1048577	524288	43052433625
minusCase	-1048576	-2047	43071381569
minusCase	-1048576	134217727	38239469705
minusCase	-1048575	-4294967297	43071307797
minusCase	-1048575	-32	43071308913
minusCase	-524289	-16777217	69384274173
minusCase	-524289	4	43010490441
minusCase	-524288	-131071	12950437953
minusCase	-524288	255	43010481289
minusCase	-524287	-512	43010508785
minusCase	-524287	8193	43010195405
minusCase	-262145	-2	42980081953
minusCase	-262145	524288	42961207513
minusCase	-262144	255	42980072585
minusCase	-262144	33554431	41772122249
minusCase	-262143	32769	42978901965
minusCase	-262143	1073741825	34390147021
minusCase	-131073	-1073741825	77324615933
minusCase	-131073	8388608	42662887641
minusCase	-131072	-33554431	69942640705
minusCase	-131072	2147483647	55849779337
minusCase	-131071	-268435456	78398357489
minusCase	-131071	-524288	21508915185
minusCase	-65537	-1048577	68764827901
minusCase	-65537	-8193	42957570301
minusCase	-65536	-8191	42957570113
minusCase	-65536	-255	42957284417
minusCase	-65535	-32	42957276273
minusCase	-65535	-4	42957275265
minusCase	-32769	16	42953473689
minusCase	-32769	32	42953473113
minusCase	-32768	2047	42953400457
minusCase	-32768	4095	42953326729
minusCase	-32767	65537	42951114701
minusCase	-32767	524289	42934599629
minusCase	-16385	4194304	42800578777
minusCase	-16385	134217728	38119735513
minusCase	-16384	-4294967296	42951573605
minusCase	-16384	268435455	33287897225
minusCase	-16383	-16777216	69325357041
minusCase	-16383	9223372036854775807	42951573525
minusCase	-8193	-134217729	73552265469
minusCase	-8193	-65537	21478146301
minusCase	-8192	-4194303	68871422017
minusCase	-8192	-511	42950641729
minusCase	-8191	-65536	21478146033
minusCase	-8191	-1	42950623253
minusCase	-4097	-1025	12885414141
minusCase	-4097	256	42950139097
minusCase	-4096	-31	42950149313
minusCase	-4096	65535	42947788937
minusCase	-4095	5	42950147901
minusCase	-4095	8388609	42648158157
minusCase	-2049	256	42949901529
minusCase	-2049	2147483648	55834812633
minusCase	-2048	-268435455	78383390785
minusCase	-2048	16383	42949320841
minusCase	-2047	-1048576	68757463025
minusCase	-2047	524289	42931036109
minusCase	-1025	-4097	21475102973
minusCase	-1025	33554432	41741832409
minusCase	-1024	-31	42949792961
minusCase	-1024	2147483647	55834693769
minusCase	-1023	-1073741824	77309530097
minusCase	-1023	17	42949791117
minusCase	-513	-16777217	69323516157
minusCase	-513	4096	42949585113
minusCase	-512	-524287	68738410561
minusCase	-512	1048575	42911983753
minusCase	-511	-8192	68719831025
minusCase	-511	134217729	38117894093
minusCase	-257	-2147483649	55834604797
minusCase	-257	-129	12884936445
minusCase	-256	-16777215	69323486273
minusCase	-256	-3	42949702865
minusCase	-255	-65536	68721865713
minusCase	-255	33	42949701453
minusCase	-129	-257	21474860797
minusCase	-129	2048	42949614297
minusCase	-128	0	42949687909
minusCase	-128	131071	42944969353
minusCase	-127	257	42949678541
minusCase	-127	4194305	42798692813
minusCase	-65	65536	42947321305
minusCase	-65	268435456	33286004185
minusCase	-64	-9223372036854775808	42949680485
minusCase	-64	16777215	42345700745
minusCase	-63	-134217728	73551322353
minusCase	-63	2147483649	55834582221
minusCase	-33	-134217729	73551318909
minusCase	-33	-2097153	68794978173
minusCase	-32	-1048575	68757229249
minusCase	-32	-65535	68721839809
minusCase	-31	-4096	68719627889
minusCase	-31	-1024	68719517297
minusCase	-17	-17	12884904573
minusCase	-16	7	42949674665
minusCase	-16	31	42949673801
minusCase	-15	257	42949665549
minusCase	-15	4097	42949527309
minusCase	-9	16384	42949084281
minusCase	-9	1048576	42911925369
minusCase	-8	1048575	42911925289
minusCase	-8	268435455	33285997609
minusCase	-7	-2147483648	55834575761
minusCase	-7	33554433	41741714285
minusCase	-5	-8388609	69021467341
minusCase	-5	2147483648	55834575529
minusCase	-4	-1073741823	77309411857
minusCase	-4	-65535	68721836561
minusCase	-3	-16777216	69323456961
minusCase	-3	-256	68719486401
minusCase	-2	-262145	68728914289
minusCase	-2	1	42949673257
minusCase	-1	-8191	68719771829
minusCase	-1	511	42949654781
minusCase	0	-128	68719481445
minusCase	0	0	42949673061
minusCase	0	1	42949673025
minusCase	0	2	42949672989
minusCase	0	65537	42947313729
minusCase	0	1073741823	34359738505
minusCase	0	2147483647	55834574985
minusCase	0	2147483648	55834574949
minusCase	0	2147483649	55834574913
minusCase	0	4294967294	173
minusCase	0	4294967295	42949673097
minusCase	1	-2	57
minusCase	1	0	42949672945
minusCase	1	1	42949672909
minusCase	1	2	42949672873
minusCase	1	16777216	42345693169
minusCase	1	1073741823	34359738389
minusCase	1	2147483647	55834574869
minusCase	1	2147483648	55834574833
minusCase	1	2147483649	55834574797
minusCase	1	4294967294	57
minusCase	1	4294967295	30064771093
minusCase	2	0	77309411197
minusCase	2	1	90194313049
minusCase	2	2	90194313013
minusCase	2	63	42949670561
minusCase	2	1073741823	34359738273
minusCase	2	2147483647	55834574753
minusCase	2	2147483648	55834574717
minusCase	2	2147483649	55834574681
minusCase	2	4294967294	68719476677
minusCase	2	4294967295	77309411233
minusCase	3	-134217728	73551314697
minusCase	3	2049	42949598949
minusCase	4	-524289	68738350777
minusCase	4	131072	42944954005
minusCase	5	-4095	68719623677
minusCase	5	8388607	42647682629
minusCase	7	-16	68719476601
minusCase	7	268435457	33285995797
minusCase	8	-81985529216486895	61675729505
minusCase	8	32	90194311237
minusCase	9	-134217727	73551313965
minusCase	9	8191	42949377141
minusCase	15	-2097152	68794972569
minusCase	15	1048577	42911922549
minusCase	16	-32769	68720654665
minusCase	16	268435456	33285994789
minusCase	17	-2147483647	55834572941
minusCase	17	-1023	68719511693
minusCase	31	-8388608	69021463129
minusCase	31	-16	68719473817
minusCase	32	-32769	68720652809
minusCase	32	8	98784243909
minusCase	33	-255	68719482189
minusCase	33	511	42949650837
minusCase	63	2	68719469457
minusCase	63	16385	42949075893
minusCase	64	512	90194287461
minusCase	64	1048576	42911916901
minusCase	65	131071	42944946965
minusCase	65	67108863	40533746453
minusCase	127	16777217	42345678517
minusCase	127	2147483649	55834560181
minusCase	128	-536870913	88046814857
minusCase	128	4294967295	68719462025
minusCase	129	-134217727	73551300045
minusCase	129	-16777215	69323441613
minusCase	255	-524288	68738321625
minusCase	255	-262144	68728884441
minusCase	256	-4097	68719594633
minusCase	256	-2049	68719520905
minusCase	257	-127	68719451597
minusCase	257	-15	68719447565
minusCase	511	-1	68719417597
minusCase	511	33	68719416373
minusCase	512	64	68719415141
minusCase	512	8192	42949318757
minusCase	513	4095	90194106389
minusCase	513	2097151	42874116117
minusCase	1023	131073	42944835765
minusCase	1023	268435457	33285877941
minusCase	1024	-1073741825	77309292681
minusCase	1024	8388608	42647564389
minusCase	1025	-8388607	69021347789
minusCase	1025	536870911	23622201365
minusCase	2047	-4294967297	68719239421
minusCase	2047	-32768	68720419033
minusCase	2048	-67108865	71135158409
minusCase	2048	-129	68719243913
minusCase	2049	-2097151	68794736589
minusCase	2049	3	68719239045
minusCase	4095	-32768	68720181465
minusCase	4095	513	68718983349
minusCase	4096	-513	68719020169
minusCase	4096	131072	42944479333
minusCase	4097	-15	68719002125
minusCase	4097	33554431	41741238293
minusCase	8191	9	68718526357
minusCase	8191	4294967296	68718526681
minusCase	8192	-67108865	71134445705
minusCase	8192	512	68718508133
minusCase	8193	-524287	68737400781
minusCase	8193	32767	90192183317
minusCase	16383	-2048	68717650137
minusCase	16383	1048577	42910023861
minusCase	16384	-9	68717576617
minusCase	16384	67108864	40531853413
minusCase	16385	63	68717573909
minusCase	16385	4294967294	68717576249
minusCase	32767	-536870912	88043028697
minusCase	32767	8193	98780151989
minusCase	32768	-8388609	69017665673
minusCase	32768	2097152	42870374501
minusCase	32769	-262143	68725112781
minusCase	32769	536870911	23618519061
minusCase	65535	-1073741824	77301809369
minusCase	65535	-4096	68712022233
minusCase	65536	-4194305	68862869641
minusCase	65536	-65	68711877001
minusCase	65537	-32767	68713054157
minusCase	65537	0	68711874545
minusCase	131071	-128	68704277209
minusCase	131071	65	68704270261
minusCase	131072	4	68704272341
minusCase	131072	4096	68704125029
minusCase	131073	1023	68704235541
minusCase	131073	262143	90169671701
minusCase	262143	131073	98749120693
minusCase	262143	8388609	42617274549
minusCase	262144	33554432	41711304805
minusCase	262144	536870912	23591911525
minusCase	262145	-4294967296	68689068017
minusCase	262145	4294967297	68689067981
minusCase	524287	-67108864	71074578649
minusCase	524288	-1048577	68696408201
minusCase	524288	-262145	68668096649
minusCase	524289	-32767	68659838925
minusCase	524289	-2047	68658733005
minusCase	1048575	-512	68597860569
minusCase	1048575	-8	68597842425
minusCase	1048576	-9	68597842345
minusCase	1048576	64	68597839717
minusCase	1048577	15	68597841365
minusCase	1048577	16383	68597252117
minusCase	2097151	513	68476188853
minusCase	2097151	2097153	89875546293
minusCase	2097152	32768	68475027557
minusCase	2097152	536870912	23379050597
minusCase	2097153	-1073741823	77066141645
